urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab11.2	hojviri		kashfol-mahjoob	"
۲- هَرِم بن حیّان، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab11.3	hojviri		kashfol-mahjoob	"
۳- ابوعلی الحسن بن ابی الحسن البصری، رحمةاللّه علیه"		فَلا تَحْقِرَنْ نَفْسی و أَنْتَ حَبیبُها%فکُلُّ امرءٍ یَصْبُوا إلی مَنْ یُجانِسُ
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab11.4	hojviri		kashfol-mahjoob	"
۴- سعید بن مسیّب، رحمة اللّه علیه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab11	hojviri		kashfol-mahjoob	"
بابٌ فی ذکر ائمّتهم من التّابعین، رضوان اللّه علیهم"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.10	hojviri		kashfol-mahjoob	"
۱۰- ابواسحاق ابراهیم بن ادهم بن منصور، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.11	hojviri		kashfol-mahjoob	"
۱۱- بشر بن الحارث الحافی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.12	hojviri		kashfol-mahjoob	"
۱۲- ابویزید طیفور بن عیسی البسطامیّ، رضی اللّه عن"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.13	hojviri		kashfol-mahjoob	"
۱۳- ابوعبداللّه الحارث بن اسد المحاسبی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.14	hojviri		kashfol-mahjoob	"
۱۴- ابوسلیمان داود بن نُصَیر الطّائی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.15	hojviri		kashfol-mahjoob	"
۱۵- ابوالحسن سریّ بن المُغلّس السّقطی، رحمةاللّه علیه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.16	hojviri		kashfol-mahjoob	"
۱۶- ابوعلی شقیق بن ابراهیم الأزْدی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.17	hojviri		kashfol-mahjoob	"
۱۷- ابوسلیمان عبدالرّحمان بن عطیّة الدّارانی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.18	hojviri		kashfol-mahjoob	"
۱۸- ابومحفوظ معروف بن فیروز الکرخی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.19	hojviri		kashfol-mahjoob	"
۱۹- ابوعبدالرّحمان حاتم بن عُنوان الأصم، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.1	hojviri		kashfol-mahjoob	"
۱- حبیب العجمی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.20	hojviri		kashfol-mahjoob	"
۲۰- ابوعبداللّه محمدبن ادریس الشّافعی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.21	hojviri		kashfol-mahjoob	"
۲۱- ابوعبداللّه احمدبن حنبل، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.22	hojviri		kashfol-mahjoob	"
۲۲- ابوالحسن احمدبن ابی الحواری، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.23	hojviri		kashfol-mahjoob	"
۲۳- ابوحامد احمدبن خضرویه البلخی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.24	hojviri		kashfol-mahjoob	"
۲۴- ابوتراب عسکر بن الحُصَین النَّسَفی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.25	hojviri		kashfol-mahjoob	"
۲۵- ابو زکرّیا یحیی بن مُعاذ الرّازی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.26	hojviri		kashfol-mahjoob	"
۲۶- ابوحَفص عمر بن سالم النّیسابوریّ رضی اللّه عنهالحدّاد"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.27	hojviri		kashfol-mahjoob	"
۲۷- ابوصالح حمدون بن احمدبن عمارة القصّار، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.28	hojviri		kashfol-mahjoob	"
۲۸- ابوالسّری منصور بن عمّار، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.29	hojviri		kashfol-mahjoob	"
۲۹- ابوعبداللّه احمدبن عاصم الانطاکی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.2	hojviri		kashfol-mahjoob	"
۲- مالک بن دینار، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.30	hojviri		kashfol-mahjoob	"
۳۰- ابومحمد عبداللّه بن خُبَیق، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.31	hojviri		kashfol-mahjoob	"
۳۱- ابوالقاسم الجنید بن محمد بن الجنید القواریری، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.32	hojviri		kashfol-mahjoob	"
۳۲- ابوالحسن احمدبن محمد النّوری، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.33	hojviri		kashfol-mahjoob	"
۳۳- ابوعثمان سعید بن اسماعیل الحیری، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.34	hojviri		kashfol-mahjoob	"
۳۴- ابوعبداللّه احمدبن یحیی بن الجّلاء، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.35	hojviri		kashfol-mahjoob	"
۳۵- ابومحمد رُوَیم بن احمد، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.36	hojviri		kashfol-mahjoob	"
۳۶- ابویعقوب یوسف بن حسین الرازی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.37	hojviri		kashfol-mahjoob	"
۳۷- ابوالحسین سَمنون بن عبداللّه الخواص، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.38	hojviri		kashfol-mahjoob	"
۳۸- ابوالفوارس شاه بن شجاع الکرمانی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.39	hojviri		kashfol-mahjoob	"
۳۹- عمرو بن عثمان المکّی، رضی اللّه عنه"		مالی مَرَضْتُ فَلَمْ یَعُدْنی عائدٌ%مِنْکُمْ ویَمْرَضٌ عَبْدُکم فأعودُ||وَأَشَدُّ مِنْ مَرَضی عَلَیَّ صُدُودُکم%و صُدودُ عَبْدِکُمُ عَلیَّ شَدیدُ
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.3	hojviri		kashfol-mahjoob	"
۳- ابوحلیم حبیب بن سُلَیم الرّاعی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.40	hojviri		kashfol-mahjoob	"
۴۰- ابومحمدسهل بن عبداللّه التُّستَری، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.41	hojviri		kashfol-mahjoob	"
۴۱- ابوعبداللّه محمّد بن الفضل البلخی، رضی اللّه عنه"		
